3.0055E0,-1.0071E0,1E1
3.0055E0,-1.007E0,7E0
3.0055E0,-1.0069E0,9E0
3.0055E0,-1.0068E0,7E0
3.0055E0,-1.0066E0,5E0
3.0055E0,-1.0065E0,1E0
3.0055E0,-1.0064E0,3E0
3.0055E0,-1.0063E0,1E1
3.0055E0,-1.0061E0,4E0
3.0055E0,-1.006E0,5E0
3.0055E0,-1.0059E0,5E0
3.0055E0,-1.0058E0,5E0
3.0055E0,-1.0056E0,9E0
3.0055E0,-1.0055E0,4E0
3.0055E0,-1.0054E0,7E0
3.0055E0,-1.0053E0,7E0
3.0055E0,-1.0051E0,4E0
3.0055E0,-1.005E0,9E0
3.0055E0,-1.0049E0,2E0
3.0055E0,-1.0048E0,6E0
3.0055E0,-1.0046E0,7E0
3.0055E0,-1.0045E0,8E0
3.0055E0,-1.0044E0,8E0
3.0055E0,-1.0043E0,1E1
3.0055E0,-1.0041E0,9E0
3.0055E0,-1.004E0,5E0
3.0055E0,-1.0039E0,8E0
3.0055E0,-1.0038E0,9E0
3.0055E0,-1.0036E0,9E0
3.0055E0,-1.0035E0,7E0
3.0055E0,-1.0034E0,4E0
3.0055E0,-1.0033E0,6E0
3.0055E0,-1.0031E0,1.2E1
3.0055E0,-1.003E0,6E0
3.0055E0,-1.0029E0,8E0
3.0055E0,-1.0028E0,8E0
3.0055E0,-1.0026E0,1.8E1
3.0055E0,-1.0025E0,1.1E1
3.0055E0,-1.0024E0,1.4E1
3.0055E0,-1.0023E0,1.6E1
3.0055E0,-1.0021E0,1.2E1
3.0055E0,-1.002E0,9E0
3.0055E0,-1.0019E0,1.3E1
3.0055E0,-1.0018E0,1.2E1
3.0055E0,-1.0016E0,1.1E1
3.0055E0,-1.0015E0,1.1E1
3.0055E0,-1.0014E0,1.7E1
3.0055E0,-1.0013E0,2.3E1
3.0055E0,-1.0011E0,2.3E1
3.0055E0,-1.001E0,2.2E1
3.0055E0,-1.0009E0,1.9E1
3.0055E0,-1.0008E0,2E1
3.0055E0,-1.0006E0,2.4E1
3.0055E0,-1.0005E0,3.2E1
3.0055E0,-1.0004E0,2.1E1
3.0055E0,-1.0003E0,2.8E1
3.0055E0,-1.0001E0,1.8E1
3.0055E0,-1E0,2.9E1
3.0055E0,-9.9988E-1,2.1E1
3.0055E0,-9.9975E-1,1.5E1
3.0055E0,-9.9963E-1,2.1E1
3.0055E0,-9.995E-1,2.6E1
3.0055E0,-9.9938E-1,2.6E1
3.0055E0,-9.9925E-1,2.9E1
3.0055E0,-9.9913E-1,2.4E1
3.0055E0,-9.99E-1,3E1
3.0055E0,-9.9888E-1,2.5E1
3.0055E0,-9.9875E-1,3E1
3.0055E0,-9.9863E-1,2.3E1
3.0055E0,-9.985E-1,2.3E1
3.0055E0,-9.9838E-1,2.5E1
3.0055E0,-9.9825E-1,2.1E1
3.0055E0,-9.9813E-1,2.3E1
3.0055E0,-9.98E-1,1.9E1
3.0055E0,-9.9788E-1,1.4E1
3.0055E0,-9.9775E-1,2.2E1
3.0055E0,-9.9763E-1,2.9E1
3.0055E0,-9.975E-1,2.9E1
3.0055E0,-9.9737E-1,2.3E1
3.0055E0,-9.9725E-1,1.6E1
3.0055E0,-9.9712E-1,1.5E1
3.0055E0,-9.97E-1,1.9E1
3.0055E0,-9.9687E-1,1.6E1
3.0055E0,-9.9675E-1,2.2E1
3.0055E0,-9.9662E-1,1.9E1
3.0055E0,-9.965E-1,1.9E1
3.0055E0,-9.9637E-1,1.7E1
3.0055E0,-9.9625E-1,1.9E1
3.0055E0,-9.9612E-1,2.3E1
3.0055E0,-9.96E-1,2.1E1
3.0055E0,-9.9587E-1,1.1E1
3.0055E0,-9.9575E-1,1.3E1
3.0055E0,-9.9562E-1,1.2E1
3.0055E0,-9.955E-1,2E1
3.0055E0,-9.9537E-1,2E1
3.0055E0,-9.9525E-1,1.3E1
3.0055E0,-9.9512E-1,1.4E1
3.0055E0,-9.9499E-1,1.7E1
3.0055E0,-9.9487E-1,1.6E1
3.0055E0,-9.9474E-1,1.9E1
3.0055E0,-9.9462E-1,1.8E1
3.0055E0,-9.9449E-1,1.2E1
3.0055E0,-9.9437E-1,1.5E1
3.0055E0,-9.9424E-1,1.4E1
3.0055E0,-9.9412E-1,1.2E1
3.0055E0,-9.9399E-1,8E0
3.0055E0,-9.9387E-1,1.7E1
3.0055E0,-9.9374E-1,2.1E1
3.0055E0,-9.9362E-1,1.8E1
3.0055E0,-9.9349E-1,9E0
3.0055E0,-9.9337E-1,1E1
3.0055E0,-9.9324E-1,1.3E1
3.0055E0,-9.9312E-1,1.3E1
3.0055E0,-9.9299E-1,1.7E1
3.0055E0,-9.9287E-1,1.3E1
3.0055E0,-9.9274E-1,1.6E1
3.0055E0,-9.9262E-1,1.6E1
3.0055E0,-9.9249E-1,1.8E1
3.0055E0,-9.9236E-1,1.7E1
3.0055E0,-9.9224E-1,1.7E1
3.0055E0,-9.9211E-1,1E1
3.0055E0,-9.9199E-1,1.2E1
3.0055E0,-9.9186E-1,2E1
3.0055E0,-9.9174E-1,1.2E1
3.0055E0,-9.9161E-1,1.3E1
3.0055E0,-9.9149E-1,1E1
3.0055E0,-9.9136E-1,1.8E1
3.0055E0,-9.9124E-1,7E0
3.0055E0,-9.9111E-1,1.7E1
3.0055E0,-9.9099E-1,1.1E1
3.0055E0,-9.9086E-1,1.9E1
3.0055E0,-9.9074E-1,1E1
3.0055E0,-9.9061E-1,1.6E1
3.0055E0,-9.9049E-1,1.6E1
3.0055E0,-9.9036E-1,2.2E1
3.0055E0,-9.9024E-1,1.8E1
3.0055E0,-9.9011E-1,1.6E1
3.0055E0,-9.8999E-1,1.8E1
3.0055E0,-9.8986E-1,1.5E1
3.0055E0,-9.8973E-1,1E1
3.0055E0,-9.8961E-1,1.6E1
3.0055E0,-9.8948E-1,2.1E1
3.0055E0,-9.8936E-1,1.9E1
3.0055E0,-9.8923E-1,1.4E1
3.0055E0,-9.8911E-1,1.6E1
3.0055E0,-9.8898E-1,1.5E1
3.0055E0,-9.8886E-1,8E0
3.0055E0,-9.8873E-1,1.4E1
3.0055E0,-9.8861E-1,1.4E1
3.0055E0,-9.8848E-1,1.6E1
3.0055E0,-9.8836E-1,1.5E1
3.0055E0,-9.8823E-1,1.8E1
3.0055E0,-9.8811E-1,1.4E1
3.0055E0,-9.8798E-1,1.5E1
3.0055E0,-9.8786E-1,1.2E1
3.0055E0,-9.8773E-1,1.9E1
3.0055E0,-9.8761E-1,1.7E1
3.0055E0,-9.8748E-1,1.3E1
3.0055E0,-9.8735E-1,1E1
3.0055E0,-9.8723E-1,2E1
3.0055E0,-9.871E-1,1.7E1
3.0055E0,-9.8698E-1,2E1
3.0055E0,-9.8685E-1,1.3E1
3.0055E0,-9.8673E-1,9E0
3.0055E0,-9.866E-1,1.5E1
3.0055E0,-9.8648E-1,1.6E1
3.0055E0,-9.8635E-1,1.6E1
3.0055E0,-9.8623E-1,2.2E1
3.0055E0,-9.861E-1,1.5E1
3.0055E0,-9.8598E-1,1.2E1
3.0055E0,-9.8585E-1,1E1
3.0055E0,-9.8573E-1,1.3E1
3.0055E0,-9.856E-1,2.1E1
3.0055E0,-9.8548E-1,1.6E1
3.0055E0,-9.8535E-1,1.7E1
3.0055E0,-9.8523E-1,1.5E1
3.0055E0,-9.851E-1,1.1E1
3.0055E0,-9.8498E-1,1.2E1
3.0056E0,-1.01E0,7E0
3.0056E0,-1.0099E0,2E0
3.0056E0,-1.0098E0,4E0
3.0056E0,-1.0096E0,2E0
3.0056E0,-1.0095E0,5E0
3.0056E0,-1.0094E0,7E0
3.0056E0,-1.0093E0,6E0
3.0056E0,-1.0091E0,6E0
3.0056E0,-1.009E0,4E0
3.0056E0,-1.0089E0,6E0
3.0056E0,-1.0088E0,4E0
3.0056E0,-1.0086E0,6E0
3.0056E0,-1.0085E0,5E0
3.0056E0,-1.0084E0,2E0
3.0056E0,-1.0083E0,2E0
3.0056E0,-1.0081E0,8E0
3.0056E0,-1.008E0,4E0
3.0056E0,-1.0079E0,5E0
3.0056E0,-1.0078E0,5E0
3.0056E0,-1.0076E0,3E0
3.0056E0,-1.0075E0,2E0
3.0056E0,-1.0074E0,3E0
3.0056E0,-1.0073E0,3E0
3.0056E0,-1.0071E0,4E0
3.0056E0,-1.007E0,7E0
3.0056E0,-1.0069E0,4E0
3.0056E0,-1.0068E0,4E0
3.0056E0,-1.0066E0,2E0
3.0056E0,-1.0065E0,8E0
3.0056E0,-1.0064E0,8E0
3.0056E0,-1.0063E0,6E0
3.0056E0,-1.0061E0,3E0
3.0056E0,-1.006E0,6E0
3.0056E0,-1.0059E0,5E0
3.0056E0,-1.0058E0,6E0
3.0056E0,-1.0056E0,7E0
3.0056E0,-1.0055E0,8E0
3.0056E0,-1.0054E0,6E0
3.0056E0,-1.0053E0,7E0
3.0056E0,-1.0051E0,6E0
3.0056E0,-1.005E0,4E0
3.0056E0,-1.0049E0,1E1
3.0056E0,-1.0048E0,6E0
3.0056E0,-1.0046E0,6E0
3.0056E0,-1.0045E0,1.2E1
3.0056E0,-1.0044E0,2E0
3.0056E0,-1.0043E0,1.4E1
3.0056E0,-1.0041E0,6E0
3.0056E0,-1.004E0,9E0
3.0056E0,-1.0039E0,4E0
3.0056E0,-1.0038E0,9E0
3.0056E0,-1.0036E0,8E0
3.0056E0,-1.0035E0,9E0
3.0056E0,-1.0034E0,5E0
3.0056E0,-1.0033E0,6E0
3.0056E0,-1.0031E0,9E0
3.0056E0,-1.003E0,8E0
3.0056E0,-1.0029E0,1.2E1
3.0056E0,-1.0028E0,1.2E1
3.0056E0,-1.0026E0,1.3E1
3.0056E0,-1.0025E0,1E1
3.0056E0,-1.0024E0,1E1
3.0056E0,-1.0023E0,1.2E1
3.0056E0,-1.0021E0,9E0
3.0056E0,-1.002E0,1.3E1
3.0056E0,-1.0019E0,1.2E1
3.0056E0,-1.0018E0,1.7E1
3.0056E0,-1.0016E0,1.2E1
3.0056E0,-1.0015E0,2.1E1
3.0056E0,-1.0014E0,1.5E1
3.0056E0,-1.0013E0,1.7E1
3.0056E0,-1.0011E0,1.4E1
3.0056E0,-1.001E0,1.8E1
3.0056E0,-1.0009E0,1.8E1
3.0056E0,-1.0008E0,2.1E1
3.0056E0,-1.0006E0,2.2E1
3.0056E0,-1.0005E0,1.7E1
3.0056E0,-1.0004E0,2.2E1
3.0056E0,-1.0003E0,2.1E1
3.0056E0,-1.0001E0,1.9E1
3.0056E0,-1E0,2.2E1
3.0056E0,-9.9988E-1,2.1E1
3.0056E0,-9.9975E-1,2.4E1
3.0056E0,-9.9963E-1,2E1
3.0056E0,-9.995E-1,1.8E1
3.0056E0,-9.9938E-1,1.7E1
3.0056E0,-9.9925E-1,2.4E1
3.0056E0,-9.9913E-1,2.6E1
3.0056E0,-9.99E-1,2.5E1
3.0056E0,-9.9888E-1,2.4E1
3.0056E0,-9.9875E-1,1.2E1
3.0056E0,-9.9863E-1,2E1
3.0056E0,-9.985E-1,2E1
3.0056E0,-9.9838E-1,3.1E1
3.0056E0,-9.9825E-1,1.3E1
3.0056E0,-9.9813E-1,2.7E1
3.0056E0,-9.98E-1,2.7E1
3.0056E0,-9.9788E-1,2.3E1
3.0056E0,-9.9775E-1,1.5E1
3.0056E0,-9.9763E-1,1.8E1
3.0056E0,-9.975E-1,2.7E1
3.0056E0,-9.9737E-1,2.7E1
3.0056E0,-9.9725E-1,1.6E1
3.0056E0,-9.9712E-1,2.4E1
3.0056E0,-9.97E-1,2E1
3.0056E0,-9.9687E-1,1.8E1
3.0056E0,-9.9675E-1,2E1
3.0056E0,-9.9662E-1,1.3E1
3.0056E0,-9.965E-1,1.8E1
3.0056E0,-9.9637E-1,1.2E1
3.0056E0,-9.9625E-1,1.5E1
3.0056E0,-9.9612E-1,1.5E1
3.0056E0,-9.96E-1,2.2E1
3.0056E0,-9.9587E-1,1E1
3.0056E0,-9.9575E-1,1.2E1
3.0056E0,-9.9562E-1,1.3E1
3.0056E0,-9.955E-1,1.7E1
3.0056E0,-9.9537E-1,1.8E1
3.0056E0,-9.9525E-1,1.9E1
3.0056E0,-9.9512E-1,1.3E1
3.0056E0,-9.9499E-1,1.2E1
3.0056E0,-9.9487E-1,1.7E1
3.0056E0,-9.9474E-1,1.3E1
3.0056E0,-9.9462E-1,6E0
3.0056E0,-9.9449E-1,1.6E1
3.0056E0,-9.9437E-1,1.3E1
3.0056E0,-9.9424E-1,1.3E1
3.0056E0,-9.9412E-1,1.3E1
3.0056E0,-9.9399E-1,1.1E1
3.0056E0,-9.9387E-1,1.4E1
3.0056E0,-9.9374E-1,1.6E1
3.0056E0,-9.9362E-1,1.5E1
3.0056E0,-9.9349E-1,1.6E1
3.0056E0,-9.9337E-1,1.3E1
3.0056E0,-9.9324E-1,1.2E1
3.0056E0,-9.9312E-1,1.4E1
3.0056E0,-9.9299E-1,1.4E1
3.0056E0,-9.9287E-1,6E0
3.0056E0,-9.9274E-1,1.3E1
3.0056E0,-9.9262E-1,9E0
3.0056E0,-9.9249E-1,1.8E1
3.0056E0,-9.9236E-1,1E1
3.0056E0,-9.9224E-1,1.7E1
3.0056E0,-9.9211E-1,1E1
3.0056E0,-9.9199E-1,1.5E1
3.0056E0,-9.9186E-1,1.2E1
3.0056E0,-9.9174E-1,1.1E1
3.0056E0,-9.9161E-1,1.1E1
3.0056E0,-9.9149E-1,1.2E1
3.0056E0,-9.9136E-1,1E1
3.0056E0,-9.9124E-1,1.2E1
3.0056E0,-9.9111E-1,1.6E1
3.0056E0,-9.9099E-1,9E0
3.0056E0,-9.9086E-1,1.3E1
3.0056E0,-9.9074E-1,1.4E1
3.0056E0,-9.9061E-1,1.1E1
3.0056E0,-9.9049E-1,2.1E1
3.0056E0,-9.9036E-1,1E1
3.0056E0,-9.9024E-1,8E0
3.0056E0,-9.9011E-1,1E1
3.0056E0,-9.8999E-1,1.3E1
3.0056E0,-9.8986E-1,1.3E1
3.0056E0,-9.8973E-1,1.2E1
3.0056E0,-9.8961E-1,1.3E1
3.0056E0,-9.8948E-1,1.5E1
3.0056E0,-9.8936E-1,1.4E1
3.0056E0,-9.8923E-1,1.4E1
3.0056E0,-9.8911E-1,8E0
3.0056E0,-9.8898E-1,1.4E1
3.0056E0,-9.8886E-1,1.8E1
3.0056E0,-9.8873E-1,1.6E1
3.0056E0,-9.8861E-1,1.5E1
3.0056E0,-9.8848E-1,1.7E1
3.0056E0,-9.8836E-1,2.1E1
3.0056E0,-9.8823E-1,1.1E1
3.0056E0,-9.8811E-1,1.5E1
3.0056E0,-9.8798E-1,1.6E1
3.0056E0,-9.8786E-1,1.6E1
3.0056E0,-9.8773E-1,1.6E1
3.0056E0,-9.8761E-1,2.1E1
3.0056E0,-9.8748E-1,1.4E1
3.0056E0,-9.8735E-1,1.6E1
3.0056E0,-9.8723E-1,1E1
3.0056E0,-9.871E-1,1.1E1
3.0056E0,-9.8698E-1,1.1E1
3.0056E0,-9.8685E-1,1.3E1
3.0056E0,-9.8673E-1,1.5E1
3.0056E0,-9.866E-1,1.8E1
3.0056E0,-9.8648E-1,1.3E1
3.0056E0,-9.8635E-1,2.3E1
3.0056E0,-9.8623E-1,1.8E1
3.0056E0,-9.861E-1,1.3E1
3.0056E0,-9.8598E-1,1.4E1
3.0056E0,-9.8585E-1,2.1E1
3.0056E0,-9.8573E-1,2.4E1
3.0056E0,-9.856E-1,1.8E1
3.0056E0,-9.8548E-1,1.3E1
3.0056E0,-9.8535E-1,9E0
3.0056E0,-9.8523E-1,1.1E1
3.0056E0,-9.851E-1,1E1
3.0056E0,-9.8498E-1,9E0
3.0058E0,-1.01E0,2E0
3.0058E0,-1.0099E0,4E0
3.0058E0,-1.0098E0,6E0
3.0058E0,-1.0096E0,2E0
3.0058E0,-1.0095E0,3E0
3.0058E0,-1.0094E0,3E0
3.0058E0,-1.0093E0,5E0
3.0058E0,-1.0091E0,3E0
3.0058E0,-1.009E0,1E0
3.0058E0,-1.0089E0,4E0
3.0058E0,-1.0088E0,8E0
3.0058E0,-1.0086E0,6E0
3.0058E0,-1.0085E0,6E0
3.0058E0,-1.0084E0,4E0
3.0058E0,-1.0083E0,2E0
3.0058E0,-1.0081E0,4E0
3.0058E0,-1.008E0,5E0
3.0058E0,-1.0079E0,5E0
3.0058E0,-1.0078E0,4E0
3.0058E0,-1.0076E0,2E0
3.0058E0,-1.0075E0,2E0
3.0058E0,-1.0074E0,8E0
3.0058E0,-1.0073E0,1E1
3.0058E0,-1.0071E0,8E0
3.0058E0,-1.007E0,7E0
3.0058E0,-1.0069E0,4E0
3.0058E0,-1.0068E0,6E0
3.0058E0,-1.0066E0,5E0
3.0058E0,-1.0065E0,2E0
3.0058E0,-1.0064E0,6E0
3.0058E0,-1.0063E0,6E0
3.0058E0,-1.0061E0,4E0
3.0058E0,-1.006E0,8E0
3.0058E0,-1.0059E0,3E0
3.0058E0,-1.0058E0,4E0
3.0058E0,-1.0056E0,1E1
3.0058E0,-1.0055E0,9E0
3.0058E0,-1.0054E0,6E0
3.0058E0,-1.0053E0,5E0
3.0058E0,-1.0051E0,4E0
3.0058E0,-1.005E0,5E0
3.0058E0,-1.0049E0,4E0
3.0058E0,-1.0048E0,6E0
3.0058E0,-1.0046E0,7E0
3.0058E0,-1.0045E0,4E0
3.0058E0,-1.0044E0,9E0
3.0058E0,-1.0043E0,1E1
3.0058E0,-1.0041E0,3E0
3.0058E0,-1.004E0,4E0
3.0058E0,-1.0039E0,8E0
3.0058E0,-1.0038E0,1.3E1
3.0058E0,-1.0036E0,9E0
3.0058E0,-1.0035E0,6E0
3.0058E0,-1.0034E0,8E0
3.0058E0,-1.0033E0,8E0
3.0058E0,-1.0031E0,7E0
3.0058E0,-1.003E0,1.3E1
3.0058E0,-1.0029E0,1.1E1
3.0058E0,-1.0028E0,1.2E1
3.0058E0,-1.0026E0,1.2E1
3.0058E0,-1.0025E0,1.2E1
3.0058E0,-1.0024E0,1.3E1
3.0058E0,-1.0023E0,1E1
3.0058E0,-1.0021E0,1.1E1
3.0058E0,-1.002E0,1.1E1
3.0058E0,-1.0019E0,1.8E1
3.0058E0,-1.0018E0,1.3E1
3.0058E0,-1.0016E0,1.8E1
3.0058E0,-1.0015E0,1.5E1
3.0058E0,-1.0014E0,1.3E1
3.0058E0,-1.0013E0,1.4E1
3.0058E0,-1.0011E0,1.7E1
3.0058E0,-1.001E0,1.4E1
3.0058E0,-1.0009E0,1.2E1
3.0058E0,-1.0008E0,1.6E1
3.0058E0,-1.0006E0,1.5E1
3.0058E0,-1.0005E0,1.8E1
3.0058E0,-1.0004E0,1.7E1
3.0058E0,-1.0003E0,2E1
3.0058E0,-1.0001E0,2.2E1
3.0058E0,-1E0,1.4E1
3.0058E0,-9.9988E-1,2.2E1
3.0058E0,-9.9975E-1,1.5E1
3.0058E0,-9.9963E-1,2E1
3.0058E0,-9.995E-1,1.3E1
3.0058E0,-9.9938E-1,2.9E1
3.0058E0,-9.9925E-1,2E1
3.0058E0,-9.9913E-1,2.4E1
3.0058E0,-9.99E-1,1.4E1
3.0058E0,-9.9888E-1,2.2E1
3.0058E0,-9.9875E-1,2E1
3.0058E0,-9.9863E-1,2.7E1
3.0058E0,-9.985E-1,3.1E1
3.0058E0,-9.9838E-1,2.7E1
3.0058E0,-9.9825E-1,2E1
3.0058E0,-9.9813E-1,1.8E1
3.0058E0,-9.98E-1,1.5E1
3.0058E0,-9.9788E-1,1.1E1
3.0058E0,-9.9775E-1,2.5E1
3.0058E0,-9.9763E-1,2.4E1
3.0058E0,-9.975E-1,2.3E1
3.0058E0,-9.9737E-1,1.6E1
3.0058E0,-9.9725E-1,2E1
3.0058E0,-9.9712E-1,1.9E1
3.0058E0,-9.97E-1,1.8E1
3.0058E0,-9.9687E-1,2.1E1
3.0058E0,-9.9675E-1,1.5E1
3.0058E0,-9.9662E-1,1.9E1
3.0058E0,-9.965E-1,2.4E1
3.0058E0,-9.9637E-1,1.7E1
3.0058E0,-9.9625E-1,1.9E1
3.0058E0,-9.9612E-1,1E1
3.0058E0,-9.96E-1,1.3E1
3.0058E0,-9.9587E-1,1.4E1
3.0058E0,-9.9575E-1,1.4E1
3.0058E0,-9.9562E-1,1.2E1
3.0058E0,-9.955E-1,1.5E1
3.0058E0,-9.9537E-1,2.1E1
3.0058E0,-9.9525E-1,1.2E1
3.0058E0,-9.9512E-1,1.3E1
3.0058E0,-9.9499E-1,1.8E1
3.0058E0,-9.9487E-1,1.2E1
3.0058E0,-9.9474E-1,1.5E1
3.0058E0,-9.9462E-1,9E0
3.0058E0,-9.9449E-1,1.2E1
3.0058E0,-9.9437E-1,1.4E1
3.0058E0,-9.9424E-1,2E1
3.0058E0,-9.9412E-1,1.3E1
3.0058E0,-9.9399E-1,1.1E1
3.0058E0,-9.9387E-1,1.4E1
3.0058E0,-9.9374E-1,1.3E1
3.0058E0,-9.9362E-1,1.4E1
3.0058E0,-9.9349E-1,1E1
3.0058E0,-9.9337E-1,1E1
3.0058E0,-9.9324E-1,1E1
3.0058E0,-9.9312E-1,2.1E1
3.0058E0,-9.9299E-1,1.4E1
3.0058E0,-9.9287E-1,1.1E1
3.0058E0,-9.9274E-1,7E0
3.0058E0,-9.9262E-1,1.4E1
3.0058E0,-9.9249E-1,2E1
3.0058E0,-9.9236E-1,6E0
3.0058E0,-9.9224E-1,9E0
3.0058E0,-9.9211E-1,1.3E1
3.0058E0,-9.9199E-1,1.5E1
3.0058E0,-9.9186E-1,1.1E1
3.0058E0,-9.9174E-1,2.4E1
3.0058E0,-9.9161E-1,5E0
3.0058E0,-9.9149E-1,1.8E1
3.0058E0,-9.9136E-1,1.4E1
3.0058E0,-9.9124E-1,2E1
3.0058E0,-9.9111E-1,1.4E1
3.0058E0,-9.9099E-1,1.4E1
3.0058E0,-9.9086E-1,1.7E1
3.0058E0,-9.9074E-1,1E1
3.0058E0,-9.9061E-1,9E0
3.0058E0,-9.9049E-1,1E1
3.0058E0,-9.9036E-1,8E0
3.0058E0,-9.9024E-1,1.2E1
3.0058E0,-9.9011E-1,1.2E1
3.0058E0,-9.8999E-1,6E0
3.0058E0,-9.8986E-1,8E0
3.0058E0,-9.8973E-1,1E1
3.0058E0,-9.8961E-1,2.3E1
3.0058E0,-9.8948E-1,2.1E1
3.0058E0,-9.8936E-1,1.8E1
3.0058E0,-9.8923E-1,1.8E1
3.0058E0,-9.8911E-1,1.6E1
3.0058E0,-9.8898E-1,1.5E1
3.0058E0,-9.8886E-1,1.1E1
3.0058E0,-9.8873E-1,1.7E1
3.0058E0,-9.8861E-1,1.5E1
3.0058E0,-9.8848E-1,1E1
3.0058E0,-9.8836E-1,1.7E1
3.0058E0,-9.8823E-1,1.3E1
3.0058E0,-9.8811E-1,1.5E1
3.0058E0,-9.8798E-1,1.5E1
3.0058E0,-9.8786E-1,1.1E1
3.0058E0,-9.8773E-1,1.6E1
3.0058E0,-9.8761E-1,1.7E1
3.0058E0,-9.8748E-1,1.1E1
3.0058E0,-9.8735E-1,1.3E1
3.0058E0,-9.8723E-1,1.3E1
3.0058E0,-9.871E-1,2.1E1
3.0058E0,-9.8698E-1,1.6E1
3.0058E0,-9.8685E-1,1.7E1
3.0058E0,-9.8673E-1,1E1
3.0058E0,-9.866E-1,1.5E1
3.0058E0,-9.8648E-1,1E1
3.0058E0,-9.8635E-1,2E1
3.0058E0,-9.8623E-1,1.6E1
3.0058E0,-9.861E-1,8E0
3.0058E0,-9.8598E-1,1.4E1
3.0058E0,-9.8585E-1,1.7E1
3.0058E0,-9.8573E-1,1.3E1
3.0058E0,-9.856E-1,1.1E1
3.0058E0,-9.8548E-1,1.1E1
3.0058E0,-9.8535E-1,1.6E1
3.0058E0,-9.8523E-1,1.5E1
3.0058E0,-9.851E-1,1.1E1
3.0058E0,-9.8498E-1,1.5E1
3.0059E0,-1.01E0,2E0
3.0059E0,-1.0099E0,6E0
3.0059E0,-1.0098E0,3E0
3.0059E0,-1.0096E0,4E0
3.0059E0,-1.0095E0,5E0
3.0059E0,-1.0094E0,3E0
3.0059E0,-1.0093E0,4E0
3.0059E0,-1.0091E0,2E0
3.0059E0,-1.009E0,1E0
3.0059E0,-1.0089E0,4E0
3.0059E0,-1.0088E0,5E0
3.0059E0,-1.0086E0,5E0
3.0059E0,-1.0085E0,3E0
3.0059E0,-1.0084E0,9E0
3.0059E0,-1.0083E0,2E0
3.0059E0,-1.0081E0,6E0
3.0059E0,-1.008E0,9E0
3.0059E0,-1.0079E0,5E0
3.0059E0,-1.0078E0,6E0
3.0059E0,-1.0076E0,3E0
3.0059E0,-1.0075E0,8E0
3.0059E0,-1.0074E0,3E0
3.0059E0,-1.0073E0,5E0
3.0059E0,-1.0071E0,2E0
3.0059E0,-1.007E0,6E0
3.0059E0,-1.0069E0,7E0
3.0059E0,-1.0068E0,7E0
3.0059E0,-1.0066E0,6E0
3.0059E0,-1.0065E0,8E0
3.0059E0,-1.0064E0,7E0
3.0059E0,-1.0063E0,0E0
3.0059E0,-1.0061E0,4E0
3.0059E0,-1.006E0,7E0
3.0059E0,-1.0059E0,2E0
3.0059E0,-1.0058E0,4E0
3.0059E0,-1.0056E0,6E0
3.0059E0,-1.0055E0,9E0
3.0059E0,-1.0054E0,6E0
3.0059E0,-1.0053E0,2E0
3.0059E0,-1.0051E0,3E0
3.0059E0,-1.005E0,2E0
3.0059E0,-1.0049E0,5E0
3.0059E0,-1.0048E0,7E0
3.0059E0,-1.0046E0,3E0
3.0059E0,-1.0045E0,8E0
3.0059E0,-1.0044E0,1.2E1
3.0059E0,-1.0043E0,6E0
3.0059E0,-1.0041E0,5E0
3.0059E0,-1.004E0,7E0
3.0059E0,-1.0039E0,1.1E1
3.0059E0,-1.0038E0,6E0
3.0059E0,-1.0036E0,5E0
3.0059E0,-1.0035E0,8E0
3.0059E0,-1.0034E0,7E0
3.0059E0,-1.0033E0,1E1
3.0059E0,-1.0031E0,8E0
3.0059E0,-1.003E0,6E0
3.0059E0,-1.0029E0,1E1
3.0059E0,-1.0028E0,1E1
3.0059E0,-1.0026E0,1.1E1
3.0059E0,-1.0025E0,9E0
3.0059E0,-1.0024E0,6E0
3.0059E0,-1.0023E0,1.4E1
3.0059E0,-1.0021E0,1.4E1
3.0059E0,-1.002E0,1.1E1
3.0059E0,-1.0019E0,1.1E1
3.0059E0,-1.0018E0,1.3E1
3.0059E0,-1.0016E0,1.4E1
3.0059E0,-1.0015E0,2.1E1
3.0059E0,-1.0014E0,1.5E1
3.0059E0,-1.0013E0,1.6E1
3.0059E0,-1.0011E0,1.2E1
3.0059E0,-1.001E0,1.8E1
3.0059E0,-1.0009E0,3E1
3.0059E0,-1.0008E0,1.6E1
3.0059E0,-1.0006E0,2.3E1
3.0059E0,-1.0005E0,2.1E1
3.0059E0,-1.0004E0,1.8E1
3.0059E0,-1.0003E0,1.7E1
3.0059E0,-1.0001E0,2.3E1
3.0059E0,-1E0,2.1E1
3.0059E0,-9.9988E-1,2.3E1
3.0059E0,-9.9975E-1,2.4E1
3.0059E0,-9.9963E-1,2.4E1
3.0059E0,-9.995E-1,1.9E1
3.0059E0,-9.9938E-1,2.1E1
3.0059E0,-9.9925E-1,2.1E1
3.0059E0,-9.9913E-1,2E1
3.0059E0,-9.99E-1,2.5E1
3.0059E0,-9.9888E-1,2.5E1
3.0059E0,-9.9875E-1,2.3E1
3.0059E0,-9.9863E-1,2.3E1
3.0059E0,-9.985E-1,1.7E1
3.0059E0,-9.9838E-1,2.3E1
3.0059E0,-9.9825E-1,1.9E1
3.0059E0,-9.9813E-1,1.9E1
3.0059E0,-9.98E-1,8E0
3.0059E0,-9.9788E-1,2.4E1
3.0059E0,-9.9775E-1,2E1
3.0059E0,-9.9763E-1,1.8E1
